Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,hour,date,day_of_week,duration_min,time_slot
256,Airport,80,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:38:00,6,2016-07-11,Monday,54.0,Morning (5-9)
702,Airport,80,Trip Completed,2016-07-11 14:07:00,2016-07-11 14:50:00,14,2016-07-11,Monday,43.0,Afternoon (10-16)
769,Airport,80,Trip Completed,2016-07-11 16:21:00,2016-07-11 17:25:00,16,2016-07-11,Monday,64.0,Afternoon (10-16)
1277,City,80,Trip Completed,2016-07-11 22:04:00,2016-07-11 22:35:00,22,2016-07-11,Monday,31.0,Night (21-23)
2062,Airport,80,Trip Completed,2016-07-12 15:00:00,2016-07-12 15:54:00,15,2016-07-12,Tuesday,54.0,Afternoon (10-16)
2399,Airport,80,Trip Completed,2016-07-12 19:51:00,2016-07-12 20:35:00,19,2016-07-12,Tuesday,44.0,Evening (17-20)
2645,Airport,80,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:22:00,22,2016-07-12,Tuesday,36.0,Night (21-23)
3468,City,80,Trip Completed,2016-07-13 17:08:17,2016-07-13 17:46:15,17,2016-07-13,Wednesday,38.0,Evening (17-20)
3826,Airport,80,Trip Completed,2016-07-13 21:16:30,2016-07-13 21:51:36,21,2016-07-13,Wednesday,35.1,Night (21-23)
5384,Airport,80,Trip Completed,2016-07-14 00:03:40,2016-07-14 01:03:59,0,2016-07-14,Thursday,60.3,Late Night (0-4)
6460,City,80,Trip Completed,2016-07-15 20:09:35,2016-07-15 20:52:51,20,2016-07-15,Friday,43.3,Evening (17-20)
269,City,81,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:43:00,6,2016-07-11,Monday,59.0,Morning (5-9)
336,Airport,81,Trip Completed,2016-07-11 07:50:00,2016-07-11 08:44:00,7,2016-07-11,Monday,54.0,Morning (5-9)
1241,Airport,81,Trip Completed,2016-07-11 21:38:00,2016-07-11 22:42:00,21,2016-07-11,Monday,64.0,Night (21-23)
1651,Airport,81,Trip Completed,2016-07-12 07:21:00,2016-07-12 07:59:00,7,2016-07-12,Tuesday,38.0,Morning (5-9)
1963,City,81,Trip Completed,2016-07-12 11:58:00,2016-07-12 13:01:00,11,2016-07-12,Tuesday,63.0,Afternoon (10-16)
2368,City,81,Trip Completed,2016-07-12 19:32:00,2016-07-12 20:23:00,19,2016-07-12,Tuesday,51.0,Evening (17-20)
3004,Airport,81,Trip Completed,2016-07-13 07:17:33,2016-07-13 08:26:41,7,2016-07-13,Wednesday,69.1,Morning (5-9)
3310,City,81,Trip Completed,2016-07-13 11:55:29,2016-07-13 12:57:04,11,2016-07-13,Wednesday,61.6,Afternoon (10-16)
3391,City,81,Trip Completed,2016-07-13 14:34:59,2016-07-13 15:50:57,14,2016-07-13,Wednesday,76.0,Afternoon (10-16)
4194,Airport,81,Trip Completed,2016-07-14 05:27:03,2016-07-14 06:13:22,5,2016-07-14,Thursday,46.3,Morning (5-9)
5728,City,81,Trip Completed,2016-07-15 07:42:06,2016-07-15 08:45:07,7,2016-07-15,Friday,63.0,Morning (5-9)
6091,City,81,Trip Completed,2016-07-15 14:37:20,2016-07-15 15:17:05,14,2016-07-15,Friday,39.8,Afternoon (10-16)
6748,Airport,81,Trip Completed,2016-07-15 23:45:24,2016-07-16 00:51:38,23,2016-07-15,Friday,66.2,Night (21-23)
286,City,82,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:54:00,6,2016-07-11,Monday,56.0,Morning (5-9)
547,Airport,82,Trip Completed,2016-07-11 10:01:00,2016-07-11 10:47:00,10,2016-07-11,Monday,46.0,Afternoon (10-16)
574,City,82,Trip Completed,2016-07-11 10:58:00,2016-07-11 11:39:00,10,2016-07-11,Monday,41.0,Afternoon (10-16)
936,Airport,82,Trip Completed,2016-07-11 18:28:00,2016-07-11 19:25:00,18,2016-07-11,Monday,57.0,Evening (17-20)
1514,Airport,82,Trip Completed,2016-07-12 05:41:00,2016-07-12 06:18:00,5,2016-07-12,Tuesday,37.0,Morning (5-9)
1656,City,82,Trip Completed,2016-07-12 07:26:00,2016-07-12 08:35:00,7,2016-07-12,Tuesday,69.0,Morning (5-9)
2405,Airport,82,Trip Completed,2016-07-12 20:01:00,2016-07-12 20:53:00,20,2016-07-12,Tuesday,52.0,Evening (17-20)
3372,Airport,82,Trip Completed,2016-07-13 14:03:18,2016-07-13 14:37:56,14,2016-07-13,Wednesday,34.6,Afternoon (10-16)
4215,Airport,82,Trip Completed,2016-07-14 05:40:49,2016-07-14 06:38:45,5,2016-07-14,Thursday,57.9,Morning (5-9)
6486,City,82,Trip Completed,2016-07-15 20:26:16,2016-07-15 21:08:34,20,2016-07-15,Friday,42.3,Evening (17-20)
520,City,83,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:43:00,9,2016-07-11,Monday,56.0,Morning (5-9)
1285,City,83,Trip Completed,2016-07-11 22:13:00,2016-07-11 23:17:00,22,2016-07-11,Monday,64.0,Night (21-23)
3394,City,83,Trip Completed,2016-07-13 14:51:48,2016-07-13 15:32:12,14,2016-07-13,Wednesday,40.4,Afternoon (10-16)
3520,City,83,Trip Completed,2016-07-13 17:43:14,2016-07-13 18:36:58,17,2016-07-13,Wednesday,53.7,Evening (17-20)
4998,City,83,Trip Completed,2016-07-14 18:52:48,2016-07-14 20:04:07,18,2016-07-14,Thursday,71.3,Evening (17-20)
5377,City,83,Trip Completed,2016-07-14 23:42:02,2016-07-15 00:39:38,23,2016-07-14,Thursday,57.6,Night (21-23)
5759,City,83,Trip Completed,2016-07-15 08:16:35,2016-07-15 08:54:41,8,2016-07-15,Friday,38.1,Morning (5-9)
422,City,84,Trip Completed,2016-07-11 08:42:00,2016-07-11 09:56:00,8,2016-07-11,Monday,74.0,Morning (5-9)
578,Airport,84,Trip Completed,2016-07-11 11:03:00,2016-07-11 11:53:00,11,2016-07-11,Monday,50.0,Afternoon (10-16)
3035,City,84,Trip Completed,2016-07-13 07:31:14,2016-07-13 08:47:40,7,2016-07-13,Wednesday,76.4,Morning (5-9)
3728,Airport,84,Trip Completed,2016-07-13 20:03:07,2016-07-13 21:16:50,20,2016-07-13,Wednesday,73.7,Evening (17-20)
4097,City,84,Trip Completed,2016-07-14 03:15:23,2016-07-14 04:05:22,3,2016-07-14,Thursday,50.0,Late Night (0-4)
5184,City,84,Trip Completed,2016-07-14 20:42:24,2016-07-14 21:49:56,20,2016-07-14,Thursday,67.5,Evening (17-20)
5404,City,84,Trip Completed,2016-07-15 01:12:58,2016-07-15 02:05:26,1,2016-07-15,Friday,52.5,Late Night (0-4)
5525,Airport,84,Trip Completed,2016-07-15 05:18:23,2016-07-15 06:36:52,5,2016-07-15,Friday,78.5,Morning (5-9)
6392,Airport,84,Trip Completed,2016-07-15 19:24:23,2016-07-15 20:31:59,19,2016-07-15,Friday,67.6,Evening (17-20)
603,Airport,85,Trip Completed,2016-07-11 11:43:00,2016-07-11 12:56:00,11,2016-07-11,Monday,73.0,Afternoon (10-16)
1956,City,85,Trip Completed,2016-07-12 11:45:00,2016-07-12 12:32:00,11,2016-07-12,Tuesday,47.0,Afternoon (10-16)
2914,Airport,85,Trip Completed,2016-07-13 06:16:45,2016-07-13 06:51:33,6,2016-07-13,Wednesday,34.8,Morning (5-9)
3434,Airport,85,Trip Completed,2016-07-13 16:07:30,2016-07-13 16:48:47,16,2016-07-13,Wednesday,41.3,Afternoon (10-16)
3454,City,85,Trip Completed,2016-07-13 16:57:25,2016-07-13 18:07:08,16,2016-07-13,Wednesday,69.7,Afternoon (10-16)
3809,City,85,Trip Completed,2016-07-13 20:58:30,2016-07-13 21:43:20,20,2016-07-13,Wednesday,44.8,Evening (17-20)
3947,Airport,85,Trip Completed,2016-07-13 22:39:30,2016-07-13 23:15:31,22,2016-07-13,Wednesday,36.0,Night (21-23)
4319,Airport,85,Trip Completed,2016-07-14 06:54:47,2016-07-14 08:09:53,6,2016-07-14,Thursday,75.1,Morning (5-9)
4716,City,85,Trip Completed,2016-07-14 13:36:45,2016-07-14 14:08:52,13,2016-07-14,Thursday,32.1,Afternoon (10-16)
5790,Airport,85,Trip Completed,2016-07-15 08:31:42,2016-07-15 09:40:10,8,2016-07-15,Friday,68.5,Morning (5-9)
6205,Airport,85,Trip Completed,2016-07-15 17:26:43,2016-07-15 18:38:55,17,2016-07-15,Friday,72.2,Evening (17-20)
6727,Airport,85,Trip Completed,2016-07-15 23:25:29,2016-07-16 00:19:56,23,2016-07-15,Friday,54.4,Night (21-23)
51,City,86,Trip Completed,2016-07-11 03:34:00,2016-07-11 04:33:00,3,2016-07-11,Monday,59.0,Late Night (0-4)
446,City,86,Trip Completed,2016-07-11 09:07:00,2016-07-11 10:08:00,9,2016-07-11,Monday,61.0,Morning (5-9)
1252,City,86,Trip Completed,2016-07-11 21:51:00,2016-07-11 22:58:00,21,2016-07-11,Monday,67.0,Night (21-23)
1380,Airport,86,Trip Completed,2016-07-12 01:01:00,2016-07-12 02:15:00,1,2016-07-12,Tuesday,74.0,Late Night (0-4)
1638,City,86,Trip Completed,2016-07-12 07:15:00,2016-07-12 07:50:00,7,2016-07-12,Tuesday,35.0,Morning (5-9)
2152,Airport,86,Trip Completed,2016-07-12 17:25:00,2016-07-12 17:55:00,17,2016-07-12,Tuesday,30.0,Evening (17-20)
3125,City,86,Trip Completed,2016-07-13 08:45:44,2016-07-13 09:19:27,8,2016-07-13,Wednesday,33.7,Morning (5-9)
3366,City,86,Trip Completed,2016-07-13 13:45:51,2016-07-13 14:34:41,13,2016-07-13,Wednesday,48.8,Afternoon (10-16)
4632,Airport,86,Trip Completed,2016-07-14 11:21:39,2016-07-14 12:20:11,11,2016-07-14,Thursday,58.5,Afternoon (10-16)
5924,City,86,Trip Completed,2016-07-15 10:09:09,2016-07-15 10:47:56,10,2016-07-15,Friday,38.8,Afternoon (10-16)
6133,Airport,86,Trip Completed,2016-07-15 15:43:08,2016-07-15 16:15:26,15,2016-07-15,Friday,32.3,Afternoon (10-16)
6316,Airport,86,Trip Completed,2016-07-15 18:35:07,2016-07-15 19:07:32,18,2016-07-15,Friday,32.4,Evening (17-20)
6609,City,86,Trip Completed,2016-07-15 21:44:29,2016-07-15 22:55:40,21,2016-07-15,Friday,71.2,Night (21-23)
246,Airport,87,Trip Completed,2016-07-11 06:35:00,2016-07-11 07:10:00,6,2016-07-11,Monday,35.0,Morning (5-9)
980,Airport,87,Trip Completed,2016-07-11 19:00:00,2016-07-11 20:15:00,19,2016-07-11,Monday,75.0,Evening (17-20)
1677,City,87,Trip Completed,2016-07-12 07:38:00,2016-07-12 08:16:00,7,2016-07-12,Tuesday,38.0,Morning (5-9)
4620,City,87,Trip Completed,2016-07-14 10:59:15,2016-07-14 12:14:06,10,2016-07-14,Thursday,74.8,Afternoon (10-16)
4848,Airport,87,Trip Completed,2016-07-14 17:33:47,2016-07-14 18:16:00,17,2016-07-14,Thursday,42.2,Evening (17-20)
5402,Airport,87,Trip Completed,2016-07-15 01:06:24,2016-07-15 01:48:20,1,2016-07-15,Friday,41.9,Late Night (0-4)
5971,Airport,87,Trip Completed,2016-07-15 11:04:56,2016-07-15 11:47:41,11,2016-07-15,Friday,42.8,Afternoon (10-16)
6113,City,87,Trip Completed,2016-07-15 15:15:03,2016-07-15 16:22:39,15,2016-07-15,Friday,67.6,Afternoon (10-16)
6508,City,87,Trip Completed,2016-07-15 20:40:24,2016-07-15 21:39:52,20,2016-07-15,Friday,59.5,Evening (17-20)
746,Airport,88,Trip Completed,2016-07-11 15:47:00,2016-07-11 16:34:00,15,2016-07-11,Monday,47.0,Afternoon (10-16)
1488,Airport,88,Trip Completed,2016-07-12 05:31:00,2016-07-12 06:38:00,5,2016-07-12,Tuesday,67.0,Morning (5-9)
1838,City,88,Trip Completed,2016-07-12 09:40:00,2016-07-12 10:10:00,9,2016-07-12,Tuesday,30.0,Morning (5-9)
2839,Airport,88,Trip Completed,2016-07-13 05:20:59,2016-07-13 06:05:31,5,2016-07-13,Wednesday,44.5,Morning (5-9)
4391,City,88,Trip Completed,2016-07-14 07:52:04,2016-07-14 09:02:00,7,2016-07-14,Thursday,69.9,Morning (5-9)
4701,City,88,Trip Completed,2016-07-14 13:09:42,2016-07-14 13:49:32,13,2016-07-14,Thursday,39.8,Afternoon (10-16)
5171,Airport,88,Trip Completed,2016-07-14 20:29:51,2016-07-14 21:35:12,20,2016-07-14,Thursday,65.4,Evening (17-20)
5962,City,88,Trip Completed,2016-07-15 10:48:38,2016-07-15 11:55:36,10,2016-07-15,Friday,67.0,Afternoon (10-16)
6118,City,88,Trip Completed,2016-07-15 15:17:12,2016-07-15 16:19:24,15,2016-07-15,Friday,62.2,Afternoon (10-16)
6450,City,88,Trip Completed,2016-07-15 20:01:09,2016-07-15 20:59:46,20,2016-07-15,Friday,58.6,Evening (17-20)
257,Airport,89,Trip Completed,2016-07-11 06:38:00,2016-07-11 07:50:00,6,2016-07-11,Monday,72.0,Morning (5-9)
708,Airport,89,Trip Completed,2016-07-11 14:16:00,2016-07-11 14:48:00,14,2016-07-11,Monday,32.0,Afternoon (10-16)
891,Airport,89,Trip Completed,2016-07-11 18:10:00,2016-07-11 19:14:00,18,2016-07-11,Monday,64.0,Evening (17-20)
1748,City,89,Trip Completed,2016-07-12 08:33:00,2016-07-12 09:14:00,8,2016-07-12,Tuesday,41.0,Morning (5-9)
2625,City,89,Trip Completed,2016-07-12 22:09:00,2016-07-12 23:18:00,22,2016-07-12,Tuesday,69.0,Night (21-23)
3989,City,89,Trip Completed,2016-07-13 23:21:15,2016-07-14 00:31:11,23,2016-07-13,Wednesday,69.9,Night (21-23)
5285,Airport,89,Trip Completed,2016-07-14 21:42:42,2016-07-14 22:12:28,21,2016-07-14,Thursday,29.8,Night (21-23)
6461,City,89,Trip Completed,2016-07-15 20:12:18,2016-07-15 21:12:20,20,2016-07-15,Friday,60.0,Evening (17-20)
1563,Airport,90,Trip Completed,2016-07-12 06:16:00,2016-07-12 07:32:00,6,2016-07-12,Tuesday,76.0,Morning (5-9)
2207,Airport,90,Trip Completed,2016-07-12 17:56:00,2016-07-12 19:14:00,17,2016-07-12,Tuesday,78.0,Evening (17-20)
2879,City,90,Trip Completed,2016-07-13 05:59:51,2016-07-13 06:50:15,5,2016-07-13,Wednesday,50.4,Morning (5-9)
3644,Airport,90,Trip Completed,2016-07-13 19:08:59,2016-07-13 19:54:48,19,2016-07-13,Wednesday,45.8,Evening (17-20)
3996,Airport,90,Trip Completed,2016-07-13 23:36:34,2016-07-14 00:35:55,23,2016-07-13,Wednesday,59.4,Night (21-23)
4355,City,90,Trip Completed,2016-07-14 07:19:07,2016-07-14 07:59:34,7,2016-07-14,Thursday,40.4,Morning (5-9)
4758,City,90,Trip Completed,2016-07-14 15:26:32,2016-07-14 16:07:31,15,2016-07-14,Thursday,41.0,Afternoon (10-16)
6001,Airport,90,Trip Completed,2016-07-15 12:07:54,2016-07-15 13:18:10,12,2016-07-15,Friday,70.3,Afternoon (10-16)
1181,Airport,91,Trip Completed,2016-07-11 21:04:00,2016-07-11 22:06:00,21,2016-07-11,Monday,62.0,Night (21-23)
1297,City,91,Trip Completed,2016-07-11 22:22:00,2016-07-11 23:03:00,22,2016-07-11,Monday,41.0,Night (21-23)
1429,City,91,Trip Completed,2016-07-12 04:41:00,2016-07-12 05:22:00,4,2016-07-12,Tuesday,41.0,Late Night (0-4)
2104,City,91,Trip Completed,2016-07-12 16:07:00,2016-07-12 17:04:00,16,2016-07-12,Tuesday,57.0,Afternoon (10-16)
2736,City,91,Trip Completed,2016-07-13 02:43:10,2016-07-13 03:54:57,2,2016-07-13,Wednesday,71.8,Late Night (0-4)
3615,City,91,Trip Completed,2016-07-13 18:56:23,2016-07-13 19:43:28,18,2016-07-13,Wednesday,47.1,Evening (17-20)
4719,Airport,91,Trip Completed,2016-07-14 13:43:28,2016-07-14 14:46:06,13,2016-07-14,Thursday,62.6,Afternoon (10-16)
4748,City,91,Trip Completed,2016-07-14 15:03:23,2016-07-14 16:22:04,15,2016-07-14,Thursday,78.7,Afternoon (10-16)
870,City,92,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:41:00,17,2016-07-11,Monday,44.0,Evening (17-20)
2124,Airport,92,Trip Completed,2016-07-12 16:53:00,2016-07-12 17:31:00,16,2016-07-12,Tuesday,38.0,Afternoon (10-16)
2457,Airport,92,Trip Completed,2016-07-12 20:31:00,2016-07-12 21:39:00,20,2016-07-12,Tuesday,68.0,Evening (17-20)
2621,City,92,Trip Completed,2016-07-12 22:05:00,2016-07-12 22:58:00,22,2016-07-12,Tuesday,53.0,Night (21-23)
3168,City,92,Trip Completed,2016-07-13 09:12:04,2016-07-13 10:08:48,9,2016-07-13,Wednesday,56.7,Morning (5-9)
3285,Airport,92,Trip Completed,2016-07-13 10:59:12,2016-07-13 12:00:50,10,2016-07-13,Wednesday,61.6,Afternoon (10-16)
3315,City,92,Trip Completed,2016-07-13 12:09:28,2016-07-13 13:19:04,12,2016-07-13,Wednesday,69.6,Afternoon (10-16)
5585,City,92,Trip Completed,2016-07-15 05:58:43,2016-07-15 07:10:36,5,2016-07-15,Friday,71.9,Morning (5-9)
6235,City,92,Trip Completed,2016-07-15 17:47:05,2016-07-15 18:20:13,17,2016-07-15,Friday,33.1,Evening (17-20)
913,Airport,93,Trip Completed,2016-07-11 18:18:00,2016-07-11 19:15:00,18,2016-07-11,Monday,57.0,Evening (17-20)
1852,City,93,Trip Completed,2016-07-12 09:43:00,2016-07-12 10:58:00,9,2016-07-12,Tuesday,75.0,Morning (5-9)
3117,Airport,93,Trip Completed,2016-07-13 08:34:53,2016-07-13 09:07:49,8,2016-07-13,Wednesday,32.9,Morning (5-9)
3392,Airport,93,Trip Completed,2016-07-13 14:46:13,2016-07-13 15:17:16,14,2016-07-13,Wednesday,31.0,Afternoon (10-16)
4722,City,93,Trip Completed,2016-07-14 13:50:32,2016-07-14 14:59:32,13,2016-07-14,Thursday,69.0,Afternoon (10-16)
692,Airport,94,Trip Completed,2016-07-11 13:49:00,2016-07-11 14:29:00,13,2016-07-11,Monday,40.0,Afternoon (10-16)
1351,Airport,94,Trip Completed,2016-07-11 23:44:00,2016-07-12 00:49:00,23,2016-07-11,Monday,65.0,Night (21-23)
1800,City,94,Trip Completed,2016-07-12 09:09:00,2016-07-12 10:05:00,9,2016-07-12,Tuesday,56.0,Morning (5-9)
2434,City,94,Trip Completed,2016-07-12 20:16:00,2016-07-12 21:15:00,20,2016-07-12,Tuesday,59.0,Evening (17-20)
3212,City,94,Trip Completed,2016-07-13 09:48:28,2016-07-13 10:45:47,9,2016-07-13,Wednesday,57.3,Morning (5-9)
3340,City,94,Trip Completed,2016-07-13 12:45:18,2016-07-13 13:37:51,12,2016-07-13,Wednesday,52.6,Afternoon (10-16)
3598,Airport,94,Trip Completed,2016-07-13 18:38:49,2016-07-13 19:40:08,18,2016-07-13,Wednesday,61.3,Evening (17-20)
53,Airport,95,Trip Completed,2016-07-11 03:30:00,2016-07-11 04:22:00,3,2016-07-11,Monday,52.0,Late Night (0-4)
3558,Airport,95,Trip Completed,2016-07-13 18:14:56,2016-07-13 18:51:03,18,2016-07-13,Wednesday,36.1,Evening (17-20)
4257,City,95,Trip Completed,2016-07-14 06:10:44,2016-07-14 07:08:09,6,2016-07-14,Thursday,57.4,Morning (5-9)
4869,City,95,Trip Completed,2016-07-14 17:49:44,2016-07-14 18:20:32,17,2016-07-14,Thursday,30.8,Evening (17-20)
5548,City,95,Trip Completed,2016-07-15 05:24:22,2016-07-15 06:06:40,5,2016-07-15,Friday,42.3,Morning (5-9)
5630,Airport,95,Trip Completed,2016-07-15 06:32:35,2016-07-15 07:14:40,6,2016-07-15,Friday,42.1,Morning (5-9)
6645,City,95,Trip Completed,2016-07-15 22:10:21,2016-07-15 23:00:45,22,2016-07-15,Friday,50.4,Night (21-23)
156,Airport,96,Trip Completed,2016-07-11 05:35:00,2016-07-11 06:40:00,5,2016-07-11,Monday,65.0,Morning (5-9)
350,City,96,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:40:00,7,2016-07-11,Monday,47.0,Morning (5-9)
976,Airport,96,Trip Completed,2016-07-11 18:54:00,2016-07-11 19:48:00,18,2016-07-11,Monday,54.0,Evening (17-20)
1344,City,96,Trip Completed,2016-07-11 23:35:00,2016-07-12 00:39:00,23,2016-07-11,Monday,64.0,Night (21-23)
1524,City,96,Trip Completed,2016-07-12 05:50:00,2016-07-12 06:59:00,5,2016-07-12,Tuesday,69.0,Morning (5-9)
2143,Airport,96,Trip Completed,2016-07-12 17:15:00,2016-07-12 17:56:00,17,2016-07-12,Tuesday,41.0,Evening (17-20)
2353,City,96,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:23:00,19,2016-07-12,Tuesday,52.0,Evening (17-20)
3028,Airport,96,Trip Completed,2016-07-13 07:28:45,2016-07-13 08:14:23,7,2016-07-13,Wednesday,45.6,Morning (5-9)
3913,Airport,96,Trip Completed,2016-07-13 22:14:24,2016-07-13 22:56:32,22,2016-07-13,Wednesday,42.1,Night (21-23)
4274,City,96,Trip Completed,2016-07-14 06:18:59,2016-07-14 07:27:20,6,2016-07-14,Thursday,68.4,Morning (5-9)
4673,City,96,Trip Completed,2016-07-14 12:35:29,2016-07-14 13:44:08,12,2016-07-14,Thursday,68.6,Afternoon (10-16)
6198,Airport,96,Trip Completed,2016-07-15 17:23:01,2016-07-15 18:11:45,17,2016-07-15,Friday,48.7,Evening (17-20)
569,Airport,97,Trip Completed,2016-07-11 10:37:00,2016-07-11 11:44:00,10,2016-07-11,Monday,67.0,Afternoon (10-16)
1626,Airport,97,Trip Completed,2016-07-12 06:58:00,2016-07-12 07:49:00,6,2016-07-12,Tuesday,51.0,Morning (5-9)
3505,City,97,Trip Completed,2016-07-13 17:37:40,2016-07-13 18:22:34,17,2016-07-13,Wednesday,44.9,Evening (17-20)
3758,City,97,Trip Completed,2016-07-13 20:37:56,2016-07-13 21:16:23,20,2016-07-13,Wednesday,38.4,Evening (17-20)
4649,City,97,Trip Completed,2016-07-14 11:50:27,2016-07-14 12:44:54,11,2016-07-14,Thursday,54.4,Afternoon (10-16)
4745,Airport,97,Trip Completed,2016-07-14 15:06:01,2016-07-14 16:05:37,15,2016-07-14,Thursday,59.6,Afternoon (10-16)
5354,Airport,97,Trip Completed,2016-07-14 23:07:32,2016-07-15 00:01:32,23,2016-07-14,Thursday,54.0,Night (21-23)
5953,City,97,Trip Completed,2016-07-15 10:42:09,2016-07-15 11:38:44,10,2016-07-15,Friday,56.6,Afternoon (10-16)
6577,City,97,Trip Completed,2016-07-15 21:19:03,2016-07-15 21:48:54,21,2016-07-15,Friday,29.8,Night (21-23)
1565,Airport,98,Trip Completed,2016-07-12 06:21:00,2016-07-12 07:32:00,6,2016-07-12,Tuesday,71.0,Morning (5-9)
1973,Airport,98,Trip Completed,2016-07-12 12:17:00,2016-07-12 12:47:00,12,2016-07-12,Tuesday,30.0,Afternoon (10-16)
2363,Airport,98,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:32:00,19,2016-07-12,Tuesday,61.0,Evening (17-20)
2994,City,98,Trip Completed,2016-07-13 07:15:27,2016-07-13 08:12:48,7,2016-07-13,Wednesday,57.4,Morning (5-9)
3201,Airport,98,Trip Completed,2016-07-13 09:33:26,2016-07-13 10:17:39,9,2016-07-13,Wednesday,44.2,Morning (5-9)
3511,City,98,Trip Completed,2016-07-13 17:38:17,2016-07-13 18:54:39,17,2016-07-13,Wednesday,76.4,Evening (17-20)
3956,Airport,98,Trip Completed,2016-07-13 22:47:55,2016-07-13 23:41:58,22,2016-07-13,Wednesday,54.0,Night (21-23)
4359,City,98,Trip Completed,2016-07-14 07:27:05,2016-07-14 08:03:57,7,2016-07-14,Thursday,36.9,Morning (5-9)
4798,City,98,Trip Completed,2016-07-14 16:52:26,2016-07-14 17:39:23,16,2016-07-14,Thursday,47.0,Afternoon (10-16)
5955,Airport,98,Trip Completed,2016-07-15 10:45:56,2016-07-15 11:48:25,10,2016-07-15,Friday,62.5,Afternoon (10-16)
6117,Airport,98,Trip Completed,2016-07-15 15:17:13,2016-07-15 16:06:54,15,2016-07-15,Friday,49.7,Afternoon (10-16)
6252,City,98,Trip Completed,2016-07-15 18:00:40,2016-07-15 18:46:03,18,2016-07-15,Friday,45.4,Evening (17-20)
101,Airport,99,Trip Completed,2016-07-11 05:08:00,2016-07-11 06:09:00,5,2016-07-11,Monday,61.0,Morning (5-9)
351,City,99,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:55:00,7,2016-07-11,Monday,62.0,Morning (5-9)
871,City,99,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:42:00,17,2016-07-11,Monday,45.0,Evening (17-20)
1330,Airport,99,Trip Completed,2016-07-11 23:11:00,2016-07-12 00:14:00,23,2016-07-11,Monday,63.0,Night (21-23)
3227,Airport,99,Trip Completed,2016-07-13 09:52:49,2016-07-13 10:33:38,9,2016-07-13,Wednesday,40.8,Morning (5-9)
4921,City,99,Trip Completed,2016-07-14 18:14:26,2016-07-14 19:20:18,18,2016-07-14,Thursday,65.9,Evening (17-20)
5373,City,99,Trip Completed,2016-07-14 23:42:23,2016-07-15 00:17:24,23,2016-07-14,Thursday,35.0,Night (21-23)
6612,Airport,99,Trip Completed,2016-07-15 21:49:41,2016-07-15 22:28:38,21,2016-07-15,Friday,39.0,Night (21-23)
50,City,100,Trip Completed,2016-07-11 03:22:00,2016-07-11 03:57:00,3,2016-07-11,Monday,35.0,Late Night (0-4)
102,Airport,100,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:38:00,5,2016-07-11,Monday,37.0,Morning (5-9)
211,City,100,Trip Completed,2016-07-11 06:08:00,2016-07-11 06:47:00,6,2016-07-11,Monday,39.0,Morning (5-9)
510,City,100,Trip Completed,2016-07-11 09:40:00,2016-07-11 11:01:00,9,2016-07-11,Monday,81.0,Morning (5-9)
1548,Airport,100,Trip Completed,2016-07-12 06:10:00,2016-07-12 07:12:00,6,2016-07-12,Tuesday,62.0,Morning (5-9)
2208,City,100,Trip Completed,2016-07-12 17:59:00,2016-07-12 19:00:00,17,2016-07-12,Tuesday,61.0,Evening (17-20)
4030,City,100,Trip Completed,2016-07-14 00:13:43,2016-07-14 00:47:55,0,2016-07-14,Thursday,34.2,Late Night (0-4)
4370,City,100,Trip Completed,2016-07-14 07:36:53,2016-07-14 08:16:29,7,2016-07-14,Thursday,39.6,Morning (5-9)
5834,Airport,100,Trip Completed,2016-07-15 08:54:03,2016-07-15 10:05:53,8,2016-07-15,Friday,71.8,Morning (5-9)
639,City,101,Trip Completed,2016-07-11 12:28:00,2016-07-11 12:56:00,12,2016-07-11,Monday,28.0,Afternoon (10-16)
1451,Airport,101,Trip Completed,2016-07-12 04:53:00,2016-07-12 05:40:00,4,2016-07-12,Tuesday,47.0,Late Night (0-4)
2335,City,101,Trip Completed,2016-07-12 19:15:00,2016-07-12 20:02:00,19,2016-07-12,Tuesday,47.0,Evening (17-20)
2572,Airport,101,Trip Completed,2016-07-12 21:35:00,2016-07-12 22:42:00,21,2016-07-12,Tuesday,67.0,Night (21-23)
3326,Airport,101,Trip Completed,2016-07-13 12:29:20,2016-07-13 13:09:40,12,2016-07-13,Wednesday,40.3,Afternoon (10-16)
3916,City,101,Trip Completed,2016-07-13 22:08:13,2016-07-13 23:22:35,22,2016-07-13,Wednesday,74.4,Night (21-23)
4514,City,101,Trip Completed,2016-07-14 09:16:24,2016-07-14 10:16:38,9,2016-07-14,Thursday,60.2,Morning (5-9)
6604,City,101,Trip Completed,2016-07-15 21:42:04,2016-07-15 22:19:18,21,2016-07-15,Friday,37.2,Night (21-23)
